segment_id language source channel segment_type speaker_id gender segment_len dialect mic_type phone_type
xddu E 11153 A 1s 3304 F 320 dial=E handset regular_phone
xddv E 12136 A 10 4781 F 13.09 dial=M handset regular_phone
xddw E 11677 A 30 4598 M 79.19 dial=R handset regular_phone
xddx E 11467 A 30 8929 M 47.41 dial=E handset regular_phone
xddy M 13471 B 30 4708 M 49.57 dial=M headphone cellphone
xddz E 14868 B 30 5811 M 31.53 dial=A handset cellphone
xdea E 13027 A 30 8598 F 72.61 dial=E handset regular_phone
xdeb E 11037 B 1s 3370 F 320 dial=R handset regular_phone
xdec R 14555 A 1s 4460 M 320 dial=R earbud cellphone
xded E 13006 X1 1c 6040 F 320 dial=E - -
xded E 13006 X2 1c 6231 M 320 dial=R - -
xdee E 16077 B 1s 3230 F 320 dial=R handset regular_phone
xdef E 16066 X1 1c 5125 M 320 dial=M - -
xdef E 16066 X2 1c 5010 F 320 dial=A - -
xdeg A 12796 B 1s 3449 M 320 dial=A handset regular_phone
xdeh S 15262 B 30 5233 F 45.34 dial=S handset regular_phone
xdei E 11384 B 30 7593 M 50.54 dial=M handset regular_phone
xdej E 14348 B 10 7996 F 24.16 dial=S handset cellphone
xdek A 15065 B 1s 1076 F 320 dial=A handset cellphone
xdel M 11851 X1 1c 2308 M 320 dial=M - -
xdel M 11851 X2 1c 1014 F 320 dial=M - -
xdem E 11785 A 10 1441 M 9.84 dial=E handset regular_phone
xden E 12901 B 10 8854 M 15.46 dial=A handset cellphone
xdeo E 10087 X1 1c 8427 M 320 dial=M - -
xdeo E 10087 X2 1c 4856 F 320 dial=E - -
xdep E 11049 B 10 5608 F 10.85 dial=E handset cellphone
xdeq E 14684 A 1s 5038 F 320 dial=S handset regular_phone
xder E 13874 X1 1c 6032 M 320 nontar - -
xder E 13874 X2 1c 8640 M 320 dial=S - -
xdes R 15521 B 1s 4460 M 320 dial=R handset cellphone
xdet E 11702 B 10 2864 F 17.49 dial=R handset cellphone
xdeu R 14947 A 30 1526 F 40.74 dial=R handset regular_phone
xdev M 10520 X1 1c 8625 M 320 dial=M - -
xdev M 10520 X2 1c 6389 M 320 nontar - -
xdew E 11852 X1 1c 2864 F 320 dial=R - -
xdew E 11852 X2 1c 1526 F 320 dial=R - -
xdex E 10399 B 10 6363 F 30.47 dial=E handset cellphone
xdey E 10111 X1 1c 2183 F 320 dial=E - -
xdey E 10111 X2 1c 1356 F 320 nontar - -
xdez E 12267 A 1s 2898 M 320 dial=A headphone cellphone
xdfa R 14588 A 10 8815 F 34.12 dial=R handset cellphone
xdfb E 12083 B 10 2971 F 31.39 dial=S handset cellphone
xdfc E 14669 B 10 2504 M 9.84 dial=A headphone regular_phone
xdfd S 13263 B 10 1755 M 11.54 dial=S handset regular_phone
xdfe E 10829 B 30 7078 M 107.81 dial=E handset regular_phone
xdff E 10657 B 1s 6768 F 320 dial=E handset cordless_phone
xdfg E 10229 A 30 5826 M 87.41 dial=E handset regular_phone
xdfh E 11461 A 1s 2933 F 320 dial=E handset regular_phone
xdfi E 16055 B 10 2450 M 46.36 dial=S handset cordless_phone
xdfj E 12059 B 1s 6476 M 320 dial=S handset cordless_phone
xdfk E 16161 X1 1c 4685 F 320 dial=R - -
xdfk E 16161 X2 1c 6652 F 320 dial=A - -
xdfl E 11733 X1 1c 2159 M 320 dial=S - -
xdfl E 11733 X2 1c 7521 F 320 dial=E - -
xdfm E 12790 A 10 8624 F 49.66 dial=E handset regular_phone
xdfn E 12511 X1 1c 1645 F 320 dial=S - -
xdfn E 12511 X2 1c 6579 F 320 nontar - -
xdfo E 11467 B 30 8006 F 87.44 dial=M handset regular_phone
xdfp E 16498 X1 1c 5957 F 320 nontar - -
xdfp E 16498 X2 1c 4322 F 320 dial=E - -
xdfq E 16508 B 1s 2492 F 320 dial=E handset cellphone
xdfr E 10239 A 30 7341 F 29.92 dial=E handset regular_phone
xdfs E 15688 X1 1c 8898 M 320 dial=A - -
xdfs E 15688 X2 1c 6175 M 320 dial=M - -
xdft R 16247 B 1s 8136 F 320 dial=R handset cellphone
xdfu E 12452 X1 1c 3335 F 320 nontar - -
xdfu E 12452 X2 1c 7657 M 320 dial=S - -
xdfv E 11916 B 30 7293 M 75 dial=A handset cordless_phone
xdfw E 16109 X1 1c 8259 M 320 dial=E - -
xdfw E 16109 X2 1c 5902 M 320 dial=R - -
xdfx E 12828 B 30 8478 M 143.54 dial=A handset cordless_phone
xdfy E 16209 X1 1c 3850 F 320 nontar - -
xdfy E 16209 X2 1c 4158 M 320 dial=A - -
xdfz E 11286 B 1s 8625 M 320 dial=M handset cordless_phone
xdga M 11934 A 30 7098 M 82.77 dial=M handset cellphone
xdgb E 13830 B 1s 5503 F 320 dial=R handset regular_phone
xdgc E 10294 B 10 7557 F 13.51 dial=E handset cellphone
xdgd E 15672 B 10 6175 M 13.74 dial=M earbud regular_phone
xdge E 15116 B 10 5203 M 15.13 dial=A handset cellphone
xdgf E 10819 B 1s 7078 M 320 dial=E handset regular_phone
xdgg E 16177 X1 1c 8232 F 320 nontar - -
xdgg E 16177 X2 1c 3494 F 320 dial=S - -
xdgh A 13967 B 30 3533 M 39.89 dial=A handset regular_phone
xdgi E 10521 B 1s 6732 F 320 dial=S unknown unknown
xdgj A 13044 B 10 1470 M 16.7 dial=A handset regular_phone
xdgk E 15311 A 10 4824 M 9.45 dial=A handset regular_phone
xdgl E 12660 B 1s 8478 M 320 dial=A handset cordless_phone
xdgm E 11416 B 1s 3959 F 320 dial=R headphone regular_phone
xdgn S 15262 B 1s 5233 F 320 dial=S handset regular_phone
xdgo R 14525 A 30 3430 M 94.12 dial=R handset regular_phone
xdgp E 14287 B 30 8577 F 80.06 dial=E handset cellphone
xdgq E 11690 B 1s 6363 F 320 dial=E handset regular_phone
xdgr R 14959 B 10 6162 F 25.08 dial=R handset cellphone
xdgs E 13004 A 30 3487 F 152.58 dial=E handset cellphone
xdgt E 12671 B 1s 1268 F 320 dial=E handset regular_phone
xdgu E 10470 B 1s 3449 M 320 dial=A unknown unknown
xdgv S 12540 A 30 5913 F 47.67 dial=S handset regular_phone
xdgw E 12998 B 1s 1470 M 320 dial=A headphone regular_phone
xdgx R 11887 B 1s 7286 F 320 dial=R handset cellphone
xdgy E 13529 A 1s 4330 M 320 dial=M spkr_phone cellphone
xdgz E 16534 B 10 8075 F 9.94 dial=A handset cordless_phone
xdha E 11096 X1 1c 6319 M 320 dial=M - -
xdha E 11096 X2 1c 3680 M 320 dial=S - -
xdhb E 14605 B 30 3251 M 37.54 dial=A handset cellphone
xdhc E 15989 A 10 2450 M 18.42 dial=S handset regular_phone
xdhd E 10580 X1 1c 8836 M 320 dial=A - -
xdhd E 10580 X2 1c 2582 F 320 nontar - -
xdhe S 13719 B 30 4202 F 29.26 dial=S handset regular_phone
xdhf E 11817 B 30 8668 M 33.55 dial=E handset regular_phone
xdhg E 11518 X1 1c 7850 F 320 dial=A - -
xdhg E 11518 X2 1c 7070 F 320 nontar - -
xdhh E 10262 X1 1c 3432 F 320 dial=E - -
xdhh E 10262 X2 1c 7850 F 320 dial=A - -
xdhi R 14013 B 1s 7286 F 320 dial=R handset cellphone
xdhj R 13368 A 30 6348 F 43.52 dial=R handset regular_phone
xdhk E 11951 A 10 4506 M 14.76 dial=E handset regular_phone
xdhl E 11358 A 10 7288 F 11.53 dial=R handset cellphone
xdhm E 11814 A 1s 7850 F 320 dial=A handset cordless_phone
xdhn E 12040 B 30 1300 M 28.49 dial=E handset regular_phone
xdho A 15050 B 10 5203 M 26.85 dial=A handset cellphone
xdhp E 15975 B 10 5330 M 15.29 dial=A handset regular_phone
xdhq R 15281 B 1s 8364 F 320 dial=R handset regular_phone
xdhr E 11628 B 30 4566 M 36.5 dial=S unknown unknown
xdhs E 14110 A 10 8640 M 41.24 dial=S handset regular_phone
xdht A 15052 A 30 5203 M 81.81 dial=A handset cellphone
xdhu E 10625 B 30 1954 F 55.41 dial=E handset regular_phone
xdhv E 13072 B 1s 3436 F 320 dial=S handset regular_phone
xdhw E 10774 X1 1c 8625 M 320 dial=M - -
xdhw E 10774 X2 1c 7395 F 320 nontar - -
xdhx E 11531 A 1s 2525 M 320 dial=E handset regular_phone
xdhy E 14208 A 30 2086 M 39.36 dial=S handset regular_phone
xdhz E 12040 A 30 7469 F 33.96 dial=S handset cellphone
xdia E 11733 B 30 7521 F 83.21 dial=E handset cordless_phone
xdib E 11089 X1 1c 1901 F 320 dial=M - -
xdib E 11089 X2 1c 5891 F 320 nontar - -
xdic E 10368 A 10 3097 M 34.88 dial=E handset cordless_phone
xdid E 12593 B 30 7293 M 36.35 dial=A handset cordless_phone
xdie E 11891 B 1s 5867 F 320 dial=E handset regular_phone
xdif E 10968 X1 1c 6319 M 320 dial=M - -
xdif E 10968 X2 1c 6040 F 320 dial=E - -
xdig E 12867 X1 1c 4014 M 320 nontar - -
xdig E 12867 X2 1c 6231 M 320 dial=R - -
xdih E 11906 B 1s 7863 F 320 dial=M handset cordless_phone
xdii E 15106 X1 1c 3370 F 320 dial=R - -
xdii E 15106 X2 1c 5203 M 320 dial=A - -
xdij E 13656 X1 1c 8975 M 320 dial=S - -
xdij E 13656 X2 1c 8111 F 320 nontar - -
xdik E 12449 B 1s 8094 F 320 dial=S handset regular_phone
xdil A 15075 B 10 6968 F 85.11 dial=A earbud cellphone
xdim E 11776 X1 1c 2162 F 320 dial=A - -
xdim E 11776 X2 1c 5608 F 320 dial=E - -
xdin E 11409 A 10 2647 F 60.26 dial=E handset regular_phone
xdio E 14869 B 10 2875 M 16.98 dial=A handset regular_phone
xdip E 15137 B 10 5203 M 14.74 dial=A handset cellphone
xdiq E 11531 A 10 2525 M 25.8 dial=E handset regular_phone
xdir A 14455 B 1s 5811 M 320 dial=A handset cellphone
xdis E 11536 A 1s 2363 M 320 dial=A handset regular_phone
xdit E 14343 X1 1c 7279 M 320 nontar - -
xdit E 14343 X2 1c 4011 F 320 dial=E - -
xdiu E 14187 A 1s 4330 M 320 dial=M spkr_phone regular_phone
xdiv E 10950 B 1s 2183 F 320 dial=E handset regular_phone
xdiw E 16130 X1 1c 3926 M 320 dial=E - -
xdiw E 16130 X2 1c 6968 F 320 dial=A - -
xdix E 11089 A 30 1901 F 63.14 dial=M handset regular_phone
xdiy A 15892 X1 1c 7929 M 320 nontar - -
xdiy A 15892 X2 1c 3184 F 320 dial=A - -
xdiz M 13423 B 1s 4781 F 320 dial=M handset regular_phone
xdja E 10618 B 1s 6363 F 320 dial=E handset cellphone
xdjb E 11644 B 1s 3097 M 320 dial=E handset cordless_phone
xdjc E 15623 X1 1c 2217 M 320 nontar - -
xdjc E 15623 X2 1c 3478 M 320 dial=M - -
xdjd R 13371 A 1s 6348 F 320 dial=R handset regular_phone
xdje E 12635 B 1s 4708 M 320 dial=M spkr_phone regular_phone
xdjf E 11785 X1 1c 1441 M 320 dial=E - -
xdjf E 11785 X2 1c 3783 F 320 dial=S - -
xdjg R 15281 A 30 8815 F 35.23 dial=R handset regular_phone
xdjh E 14715 B 30 8817 F 50.15 dial=M handset cellphone
xdji E 11272 B 30 3807 M 40.54 dial=R handset cellphone
xdjj E 14110 X1 1c 8640 M 320 dial=S - -
xdjj E 14110 X2 1c 7513 M 320 dial=M - -
xdjk R 14953 B 1s 8815 F 320 dial=R handset regular_phone
xdjl E 12871 B 1s 7312 F 320 dial=R earbud cellphone
xdjm E 12073 A 30 3906 F 37.08 dial=S handset regular_phone
xdjn E 11062 A 30 7521 F 34.74 dial=E handset regular_phone
xdjo E 11286 B 30 8625 M 54.96 dial=M handset cordless_phone
xdjp E 12193 X1 1c 8854 M 320 dial=A - -
xdjp E 12193 X2 1c 3903 F 320 dial=E - -
xdjq M 11463 A 10 8006 F 20.51 dial=M handset regular_phone
xdjr E 13582 X1 1c 4585 M 320 dial=S - -
xdjr E 13582 X2 1c 3140 F 320 dial=A - -
xdjs S 12580 A 10 6367 F 11.69 dial=S handset cordless_phone
xdjt E 12819 B 30 3903 F 130.53 dial=E handset cellphone
xdju E 12441 A 10 4217 M 10.23 dial=R handset regular_phone
xdjv E 14205 X1 1c 7395 F 320 nontar - -
xdjv E 14205 X2 1c 4685 F 320 dial=R - -
xdjw A 13760 B 1s 3140 F 320 dial=A handset regular_phone
xdjx E 12023 B 1s 3967 M 320 dial=S handset regular_phone
xdjy E 15311 A 1s 4824 M 320 dial=A handset regular_phone
xdjz E 12789 B 30 4165 F 29.6 dial=S handset regular_phone
xdka E 13063 B 1s 7899 F 320 dial=S handset cordless_phone
xdkb E 13529 A 30 4330 M 34.72 dial=M spkr_phone cellphone
xdkc E 12709 B 30 1645 F 53.25 dial=S handset regular_phone
xdkd E 13552 X1 1c 6476 M 320 dial=S - -
xdkd E 13552 X2 1c 6162 F 320 dial=R - -
xdke M 13417 X1 1c 4781 F 320 dial=M - -
xdke M 13417 X2 1c 7813 M 320 dial=M - -
xdkf R 15510 X1 1c 8149 F 320 dial=R - -
xdkf R 15510 X2 1c 7312 F 320 dial=R - -
xdkg E 11428 X1 1c 8480 F 320 dial=E - -
xdkg E 11428 X2 1c 7341 F 320 dial=E - -
xdkh E 11776 A 10 2162 F 12.9 dial=A handset regular_phone
xdki E 10775 B 30 5172 F 31.31 dial=A handset cellphone
xdkj E 12005 B 1s 1519 M 320 dial=M handset regular_phone
xdkk E 12059 X1 1c 7218 F 320 nontar - -
xdkk E 12059 X2 1c 6476 M 320 dial=S - -
xdkl E 16254 B 1s 8136 F 320 dial=R handset cordless_phone
xdkm E 11696 B 10 7593 M 9.86 dial=M handset regular_phone
xdkn M 13600 X1 1c 4820 F 320 nontar - -
xdkn M 13600 X2 1c 2983 F 320 dial=M - -
xdko E 12946 A 30 4898 M 48.46 dial=S headphone regular_phone
xdkp R 13368 X1 1c 6348 F 320 dial=R - -
xdkp R 13368 X2 1c 5619 F 320 nontar - -
xdkq M 13928 X1 1c 1614 F 320 dial=M - -
xdkq M 13928 X2 1c 2703 F 320 nontar - -
xdkr E 14610 X1 1c 5826 M 320 dial=E - -
xdkr E 14610 X2 1c 4202 F 320 dial=S - -
xdks E 10655 A 1s 7573 F 320 dial=E handset cellphone
xdkt E 12279 A 1s 2397 M 320 dial=M handset regular_phone
xdku M 13893 B 10 6206 M 21.7 dial=M handset regular_phone
xdkv S 12015 B 10 6367 F 11.26 dial=S handset cellphone
xdkw E 12173 B 10 2525 M 12.04 dial=E handset regular_phone
xdkx E 12204 B 10 3710 M 22.35 dial=E handset regular_phone
xdky M 11101 B 1s 2308 M 320 dial=M spkr_phone cellphone
xdkz E 13680 B 30 6231 M 56.42 dial=R spkr_phone cellphone
xdla E 11705 A 30 8825 F 54.73 dial=S handset cellphone
xdlb E 12646 A 30 8094 F 41.21 dial=S handset regular_phone
xdlc M 11463 B 10 7863 F 13.42 dial=M spkr_phone cordless_phone
xdld E 11636 B 30 8825 F 35.46 dial=S handset cordless_phone
xdle E 15708 A 10 1892 M 15.63 dial=S handset regular_phone
xdlf E 15276 A 10 6375 F 8.87 dial=A handset cordless_phone
xdlg E 13849 X1 1c 5826 M 320 dial=E - -
xdlg E 13849 X2 1c 4165 F 320 dial=S - -
xdlh E 11350 B 1s 1832 F 320 dial=M handset cellphone
xdli E 15801 B 10 6175 M 11.18 dial=M headphone regular_phone
xdlj E 14560 B 1s 3430 M 320 dial=R handset regular_phone
xdlk E 10604 B 30 3449 M 47.52 dial=A handset regular_phone
xdll S 10330 B 10 7414 F 9.61 dial=S handset cordless_phone
xdlm E 15838 A 10 4372 M 9.47 dial=R handset regular_phone
xdln E 16175 B 30 z7175 M 38.85 dial=A handset regular_phone
xdlo E 11916 B 1s 7293 M 320 dial=A handset cordless_phone
xdlp E 12270 A 1s 5910 F 320 dial=S handset cellphone
xdlq E 15820 X1 1c 8480 F 320 dial=E - -
xdlq E 15820 X2 1c 6586 F 320 nontar - -
xdlr E 13620 A 10 1614 F 22.25 dial=M earbud cellphone
xdls S 12578 A 10 5913 F 38.14 dial=S handset cellphone
xdlt A 14067 A 10 7293 M 14.17 dial=A handset cordless_phone
xdlu E 12270 X1 1c 5910 F 320 dial=S - -
xdlu E 12270 X2 1c 1814 M 320 nontar - -
xdlv E 14646 B 1s 2504 M 320 dial=A headphone regular_phone
xdlw E 16251 A 10 4372 M 12.17 dial=R earbud cellphone
xdlx S 13663 B 30 6093 F 53.22 dial=S spkr_phone regular_phone
xdly A 16527 A 1s 8075 F 320 dial=A handset cordless_phone
xdlz E 10335 B 10 3574 F 12.2 dial=E handset regular_phone
xdma E 11258 A 1s 6367 F 320 dial=S handset regular_phone
xdmb E 12998 B 30 1470 M 77.32 dial=A headphone regular_phone
xdmc E 16055 B 1s 2450 M 320 dial=S handset cordless_phone
xdmd E 13578 B 1s 7813 M 320 dial=M spkr_phone cordless_phone
xdme R 13371 X1 1c 6348 F 320 dial=R - -
xdme R 13371 X2 1c 8111 F 320 nontar - -
xdmf E 11702 B 30 2864 F 75.07 dial=R handset cellphone
xdmg E 13795 B 30 1289 F 67.58 dial=S handset regular_phone
xdmh A 16001 B 30 8893 F 33.35 dial=A headphone cordless_phone
xdmi A 16149 A 10 z7175 M 15.37 dial=A handset regular_phone
xdmj E 13695 X1 1c 1409 F 320 nontar - -
xdmj E 13695 X2 1c 8342 F 320 dial=M - -
xdmk E 11905 A 10 2363 M 29.19 dial=A handset regular_phone
xdml A 14456 X1 1c 5811 M 320 dial=A - -
xdml A 14456 X2 1c 8284 F 320 nontar - -
xdmm E 10825 B 10 7078 M 16.71 dial=E handset regular_phone
xdmn E 11411 X1 1c 7077 M 320 nontar - -
xdmn E 11411 X2 1c 8854 M 320 dial=A - -
xdmo E 12803 B 30 2159 M 34.94 dial=S handset cordless_phone
xdmp E 16381 B 10 8398 M 10.12 dial=R handset cellphone
xdmq E 12715 X1 1c 5916 M 320 dial=M - -
xdmq E 12715 X2 1c 7312 F 320 dial=R - -
xdmr E 14286 B 1s 1542 F 320 dial=S handset regular_phone
xdms E 10698 X1 1c 5126 F 320 dial=S - -
xdms E 10698 X2 1c 7276 F 320 dial=S - -
xdmt S 12579 B 10 3689 F 13.22 dial=S handset cellphone
xdmu E 10528 X1 1c 5593 F 320 dial=M - -
xdmu E 10528 X2 1c 3414 F 320 nontar - -
xdmv R 14587 B 10 4217 M 10.84 dial=R handset cellphone
xdmw E 14342 B 30 1987 F 87 dial=R earbud regular_phone
xdmx E 12913 B 1s 2971 F 320 dial=S handset regular_phone
xdmy E 10660 B 1s 3783 F 320 dial=S handset cellphone
xdmz E 16534 B 30 8075 F 31.97 dial=A handset cordless_phone
xdna S 11800 A 1s 8825 F 320 dial=S handset regular_phone
xdnb R 14336 B 30 4217 M 32.08 dial=R handset cellphone
xdnc E 12929 B 1s 2397 M 320 dial=M handset regular_phone
xdnd E 12238 A 10 3402 F 15.15 dial=A handset regular_phone
xdne R 14946 B 1s 8112 F 320 dial=R handset regular_phone
xdnf E 11089 A 1s 1901 F 320 dial=M handset regular_phone
xdng R 14550 X1 1c 3230 F 320 dial=R - -
xdng R 14550 X2 1c 8815 F 320 dial=R - -
xdnh E 12643 B 10 5586 F 9.97 dial=R headphone cellphone
xdni R 16356 B 30 8136 F 37.91 dial=R handset cellphone
xdnj E 12749 B 10 1300 M 25.3 dial=E handset regular_phone
xdnk R 14947 A 10 1526 F 10.71 dial=R handset regular_phone
xdnl E 10696 A 10 3922 F 11.8 dial=E handset regular_phone
xdnm E 10739 B 10 8483 M 12.47 dial=S handset regular_phone
xdnn E 14035 X1 1c 5451 M 320 nontar - -
xdnn E 14035 X2 1c 8112 F 320 dial=R - -
xdno E 14670 A 1s 4506 M 320 dial=E handset cordless_phone
xdnp E 10725 B 30 8250 F 51.52 dial=S handset regular_phone
xdnq E 12621 B 1s 3372 F 320 dial=S handset regular_phone
xdnr E 14314 A 10 5038 F 12.48 dial=S handset regular_phone
xdns E 11350 B 10 1832 F 10.38 dial=M handset cellphone
xdnt E 14035 B 1s 8112 F 320 dial=R handset regular_phone
xdnu E 15800 A 30 3478 M 51.72 dial=M headphone regular_phone
xdnv E 11472 A 30 8006 F 48.25 dial=M handset regular_phone
xdnw E 13529 B 1s 6973 M 320 dial=A headphone regular_phone
xdnx E 11669 A 1s 5608 F 320 dial=E handset cordless_phone
xdny E 10223 B 1s 6363 F 320 dial=E handset cellphone
xdnz A 14439 A 10 4314 M 14.8 dial=A handset regular_phone
xdoa E 16381 B 30 8398 M 32.83 dial=R handset cellphone
xdob E 12520 A 1s 4762 M 320 dial=S earbud cordless_phone
xdoc E 13578 B 30 7813 M 51.35 dial=M spkr_phone cordless_phone
xdod E 14062 X1 1c 7557 F 320 dial=E - -
xdod E 14062 X2 1c 8367 F 320 dial=E - -
xdoe E 16112 B 10 8259 M 10.59 dial=E handset cellphone
xdof M 13417 A 10 4781 F 40.38 dial=M handset cellphone
xdog M 13170 X1 1c 4590 M 320 nontar - -
xdog M 13170 X2 1c 7813 M 320 dial=M - -
xdoh E 11615 A 30 7863 F 47.23 dial=M spkr_phone cordless_phone
xdoi E 12715 B 30 7312 F 32.66 dial=R earbud cellphone
xdoj E 15625 B 1s 4415 F 320 dial=E handset regular_phone
xdok E 10937 X1 1c 5263 M 320 nontar - -
xdok E 10937 X2 1c 1519 M 320 dial=M - -
xdol E 10738 X1 1c 7469 F 320 dial=S - -
xdol E 10738 X2 1c 1954 F 320 dial=E - -
xdom E 15128 B 10 6436 F 16.21 dial=E handset regular_phone
xdon E 12444 B 30 3497 M 35.65 dial=R handset regular_phone
xdoo E 12986 B 10 2414 F 10.34 dial=S handset cellphone
xdop E 14813 X1 1c 8367 F 320 dial=E - -
xdop E 14813 X2 1c 7461 F 320 nontar - -
xdoq E 16115 B 10 5687 M 11.84 dial=M handset cellphone
xdor E 12871 B 30 7312 F 64.77 dial=R earbud cellphone
xdos E 11643 A 1s 3097 M 320 dial=E handset regular_phone
xdot M 12272 A 30 1014 F 51.5 dial=M spkr_phone cellphone
xdou E 14117 X1 1c 5334 F 320 nontar - -
xdou E 14117 X2 1c 7903 F 320 dial=R - -
xdov R 14525 A 10 3430 M 29.68 dial=R handset regular_phone
xdow E 15264 B 1s 3926 M 320 dial=E handset cellphone
xdox E 11208 B 10 4206 M 18.73 dial=S handset regular_phone
xdoy E 10373 A 1s 3967 M 320 dial=S earbud cellphone
xdoz E 11850 A 1s 7521 F 320 dial=E handset cordless_phone
xdpa E 12186 X1 1c 8854 M 320 dial=A - -
xdpa E 12186 X2 1c 1122 F 320 dial=E - -
xdpb E 14070 B 30 8480 F 50.85 dial=E handset cordless_phone
xdpc E 10818 A 30 5126 F 34.39 dial=S handset cordless_phone
xdpd A 11112 X1 1c 4422 F 320 dial=A - -
xdpd A 11112 X2 1c 7850 F 320 dial=A - -
xdpe R 12851 B 30 2125 F 84.32 dial=R handset cellphone
xdpf E 14282 B 30 8624 F 67.51 dial=E handset regular_phone
xdpg E 14070 X1 1c 8134 M 320 dial=E - -
xdpg E 14070 X2 1c 8480 F 320 dial=E - -
xdph E 12998 B 10 1470 M 55.69 dial=A headphone regular_phone
xdpi R 14522 B 1s 4981 F 320 dial=R handset regular_phone
xdpj E 11386 B 1s 6768 F 320 dial=E handset cellphone
xdpk E 14784 B 10 8344 F 24.01 dial=S handset regular_phone
xdpl E 11141 A 30 6054 F 35.72 dial=S headphone cordless_phone
xdpm E 11208 B 30 4206 M 41.8 dial=S handset regular_phone
xdpn E 15688 A 10 8898 M 11.6 dial=A handset regular_phone
xdpo E 11141 A 10 6054 F 14.38 dial=S headphone cordless_phone
xdpp E 14048 B 10 1542 F 38.3 dial=S handset cellphone
xdpq E 10399 B 30 6363 F 57.06 dial=E handset cellphone
xdpr E 10612 B 30 8625 M 32.12 dial=M handset cordless_phone
xdps E 11930 X1 1c 6163 F 320 dial=R - -
xdps E 11930 X2 1c 4694 F 320 dial=S - -
xdpt E 11563 X1 1c 1422 F 320 dial=S - -
xdpt E 11563 X2 1c 6040 F 320 dial=E - -
xdpu R 14953 B 30 8815 F 68.9 dial=R handset regular_phone
xdpv E 13598 X1 1c 7813 M 320 dial=M - -
xdpv E 13598 X2 1c 3140 F 320 dial=A - -
xdpw E 16098 B 10 1841 F 39.77 dial=R handset regular_phone
xdpx E 15313 A 30 6132 F 31.84 dial=S handset regular_phone
xdpy E 10187 A 30 1239 M 106.43 dial=E handset cordless_phone
xdpz E 11315 A 10 6380 M 26.05 dial=M spkr_phone regular_phone
xdqa A 13313 X1 1c 1577 M 320 dial=A - -
xdqa A 13313 X2 1c 8200 F 320 nontar - -
xdqb E 16077 B 30 3230 F 46.98 dial=R handset regular_phone
xdqc E 11138 B 30 1526 F 45.21 dial=R handset regular_phone
xdqd A 16525 B 1s 8075 F 320 dial=A handset cordless_phone
xdqe E 12104 A 30 7293 M 81.57 dial=A handset cordless_phone
xdqf E 16077 X1 1c 7875 M 320 nontar - -
xdqf E 16077 X2 1c 3230 F 320 dial=R - -
xdqg S 13257 X1 1c 6054 F 320 dial=S - -
xdqg S 13257 X2 1c 1755 M 320 dial=S - -
xdqh M 13413 X1 1c 6004 M 320 dial=M - -
xdqh M 13413 X2 1c 8427 M 320 dial=M - -
xdqi E 11552 B 1s 4856 F 320 dial=E headphone regular_phone
xdqj R 14588 X1 1c 8815 F 320 dial=R - -
xdqj R 14588 X2 1c 8350 M 320 nontar - -
xdqk R 14565 A 10 8815 F 12.08 dial=R handset cellphone
xdql E 10068 X1 1c 6476 M 320 dial=S - -
xdql E 10068 X2 1c 7341 F 320 dial=E - -
xdqm E 12860 B 10 3533 M 12.23 dial=A handset cellphone
xdqn E 14110 A 30 8640 M 110.39 dial=S handset regular_phone
xdqo E 16264 A 10 8136 F 11.89 dial=R handset cordless_phone
xdqp E 11916 X1 1c z3432 M 320 dial=E - -
xdqp E 11916 X2 1c 7293 M 320 dial=A - -
xdqq E 15599 X1 1c 5125 M 320 dial=M - -
xdqq E 15599 X2 1c 8027 F 320 nontar - -
xdqr E 10859 A 30 5608 F 111.07 dial=E handset regular_phone
xdqs E 15243 X1 1c 3329 F 320 nontar - -
xdqs E 15243 X2 1c 2450 M 320 dial=S - -
xdqt E 12130 B 30 7286 F 63.59 dial=R handset cellphone
xdqu S 13263 B 1s 1755 M 320 dial=S handset regular_phone
xdqv E 14277 X1 1c 7903 F 320 dial=R - -
xdqv E 14277 X2 1c 5200 F 320 dial=E - -
xdqw A 16527 X1 1c 8075 F 320 dial=A - -
xdqw A 16527 X2 1c 8514 F 320 nontar - -
xdqx E 10310 B 1s 1901 F 320 dial=M handset regular_phone
xdqy E 12495 B 30 1183 F 35.64 dial=S handset cellphone
xdqz E 16347 B 30 8136 F 71.75 dial=R handset cellphone
xdra E 12091 A 1s 4856 F 320 dial=E handset cordless_phone
xdrb E 12646 A 10 8094 F 23.12 dial=S handset regular_phone
xdrc M 10609 B 1s 8625 M 320 dial=M handset cellphone
xdrd M 12132 X1 1c 7513 M 320 dial=M - -
xdrd M 12132 X2 1c 1832 F 320 dial=M - -
xdre E 13768 X1 1c 7312 F 320 dial=R - -
xdre E 13768 X2 1c 4512 F 320 dial=E - -
xdrf M 13413 B 1s 8427 M 320 dial=M handset regular_phone
xdrg E 11949 A 10 2162 F 25.26 dial=A handset regular_phone
xdrh E 16361 B 10 7175 F 12.46 dial=A handset cellphone
xdri E 10368 A 1s 3097 M 320 dial=E handset cordless_phone
xdrj E 15613 A 30 6175 M 75.12 dial=M spkr_phone regular_phone
xdrk E 15114 X1 1c 3077 M 320 dial=E - -
xdrk E 15114 X2 1c 6375 F 320 dial=A - -
xdrl M 13920 A 10 5325 M 11.05 dial=M handset regular_phone
xdrm E 12790 A 30 8624 F 211.97 dial=E handset regular_phone
xdrn E 11847 B 30 7513 M 45.94 dial=M spkr_phone cellphone
